scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
asian-box-breakout-eda-tuned	15m	AAVEUSD	18	9	57.69	1.309	0.177	49.33	3	42
adaptive-atr-extension-scanner	1h	LINKUSD	75	36	-12.69	0.982	0.006	-141.36	3	125
adaptive-atr-extension-scanner	15m	VVVUSD	104	46	-316.10	0.641	-0.172	-381.58	4	42
asian-box-breakout-eda-tuned	4h	COOKIEUSD	19	13	201.63	4.154	0.495	172.97	3	333
adaptive-atr-extension-scanner	1h	BNBUSD	71	37	108.52	1.164	0.091	-104.39	5	125
3commas-trail-hunter-reversal-long	15m	BTCUSD	3	2	17.61	1.967	0.306	3.22	2	42
adaptive-atr-extension-scanner	15m	XRPUSD	87	43	122.52	1.121	0.084	-123.51	5	42
asian-box-breakout-eda-tuned	1h	ZECUSD	57	33	625.41	2.096	0.455	450.37	5	125
asian-box-breakout-eda-tuned	15m	NEARUSD	19	9	26.38	1.126	0.090	-45.72	2	42
adaptive-atr-extension-scanner	1h	BCHUSD	88	37	-150.42	0.825	-0.074	-267.01	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	15m	AKEUSD	34	14	91.92	1.253	0.171	45.76	3	42
3commas-trail-hunter-reversal-long	4h	UNIUSD	16	13	113.75	3.393	0.343	106.82	3	333
asian-box-breakout-eda-tuned	4h	1000PEPEUSD	33	16	243.44	2.378	0.349	201.96	3	268
atr-trailing-stop-strategy-with-ema-trend-filter	15m	AVAXUSD	23	12	32.42	1.150	0.087	-25.23	4	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	MUBARAKUSD	44	17	-142.35	0.708	-0.160	-144.88	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	SAGAUSD	25	13	83.23	1.362	0.179	-34.48	4	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	AINUSD	25	10	-0.88	0.997	0.023	-89.55	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	COOKIEUSD	21	10	55.48	1.248	0.149	-23.85	1	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	1000PEPEUSD	27	10	-147.97	0.519	-0.286	-213.51	3	42
3commas-trail-hunter-reversal-long	15m	TAOUSD	11	5	-65.47	0.443	-0.300	-76.96	2	42
adaptive-atr-extension-scanner	15m	BTCUSD	35	17	17.74	1.047	0.042	-27.78	3	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	ETCUSD	14	5	-123.42	0.253	-0.463	-128.55	1	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	WIFUSD	33	10	-194.36	0.471	-0.317	-236.99	3	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	DOGEUSD	16	10	-50.63	0.552	-0.159	-115.36	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	ETHUSD	14	6	-69.57	0.536	-0.250	-71.79	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	SOLUSD	24	13	4.52	1.021	0.028	-45.91	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	ZECUSD	22	12	33.57	1.173	0.091	-27.04	3	42
asian-box-breakout-eda-tuned	1h	AAVEUSD	47	30	332.81	1.934	0.329	189.40	6	125
atr-trailing-stop-strategy-with-ema-trend-filter	15m	AAVEUSD	34	11	-297.66	0.179	-0.536	-341.89	1	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	NEARUSD	35	16	-30.00	0.919	-0.029	-98.48	3	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	FILUSD	29	14	-87.37	0.693	-0.149	-149.53	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	SUIUSD	33	14	-82.81	0.777	-0.116	-151.72	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	UNIUSD	44	16	-225.47	0.541	-0.278	-239.13	1	42
asian-box-breakout-eda-tuned	4h	ETCUSD	28	20	279.51	3.060	0.451	229.87	5	333
atr-trailing-stop-strategy-with-ema-trend-filter	15m	HYPEUSD	38	17	-121.54	0.676	-0.161	-255.58	3	42
3commas-trail-hunter-reversal-long	4h	HYPEUSD	7	5	41.25	2.999	0.295	33.70	3	333
asian-box-breakout-eda-tuned	15m	FILUSD	14	4	-110.37	0.383	-0.408	-105.87	1	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	VVVUSD	27	14	-5.03	0.980	-0.001	-54.87	3	42
3commas-trail-hunter-reversal-long	15m	EVAAUSD	9	4	22.66	1.221	0.141	-5.55	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	XRPUSD	23	15	71.09	1.457	0.158	83.67	4	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	BTCUSD	8	4	-32.76	0.566	-0.208	-41.50	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	TAOUSD	32	18	124.75	1.497	0.199	2.59	6	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	EVAAUSD	28	16	182.67	1.680	0.320	41.87	4	42
adaptive-atr-extension-scanner	15m	TAOUSD	82	41	12.86	1.016	0.022	-176.48	4	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	PIEVERSEUSD	36	21	149.55	1.481	0.211	39.27	6	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	LINKUSD	30	7	-286.13	0.218	-0.554	-277.93	0	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	BNBUSD	7	5	58.62	2.467	0.432	25.86	4	42
atr-trailing-stop-strategy-with-ema-trend-filter	15m	BCHUSD	22	13	76.88	1.431	0.179	-38.79	3	42
atr-trailing-stop-strategy-with-ema-trend-filter	1h	AKEUSD	13	5	38.01	1.275	0.212	38.15	2	63
atr-trailing-stop-strategy-with-ema-trend-filter	1h	AVAXUSD	28	14	22.19	1.080	0.054	-78.57	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	MUBARAKUSD	32	10	-214.37	0.424	-0.367	-241.25	1	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	SAGAUSD	24	10	-84.58	0.686	-0.172	-153.40	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	AINUSD	36	18	86.20	1.281	0.129	15.01	5	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	COOKIEUSD	24	11	109.07	1.438	0.246	89.09	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	1000PEPEUSD	34	16	139.04	1.370	0.218	84.42	5	125
3commas-trail-hunter-reversal-long	15m	PIEVERSEUSD	4	2	45.63	2.083	0.587	30.68	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	1h	ETCUSD	34	12	-239.61	0.314	-0.396	-269.26	2	125
asian-box-breakout-eda-tuned	1h	NEARUSD	52	33	342.99	1.864	0.297	196.02	6	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	WIFUSD	34	21	148.58	1.584	0.221	22.68	6	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	DOGEUSD	28	17	165.98	1.703	0.293	6.00	6	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	ETHUSD	17	7	-113.54	0.410	-0.349	-106.43	3	125
3commas-trail-hunter-reversal-long	4h	VVVUSD	13	7	-27.89	0.674	-0.107	-33.81	1	333
atr-trailing-stop-strategy-with-ema-trend-filter	1h	SOLUSD	15	8	-1.24	0.991	0.008	-16.52	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	ZECUSD	6	4	25.49	1.648	0.231	16.18	3	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	AAVEUSD	20	8	-45.25	0.807	-0.100	-84.08	1	125
adaptive-atr-extension-scanner	15m	EVAAUSD	88	41	-40.80	0.953	-0.005	-260.88	4	42
asian-box-breakout-eda-tuned	4h	WIFUSD	31	19	472.94	4.401	0.645	422.50	5	333
atr-trailing-stop-strategy-with-ema-trend-filter	1h	NEARUSD	23	10	-137.10	0.393	-0.315	-70.95	0	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	FILUSD	32	17	200.74	1.621	0.312	81.27	3	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	SUIUSD	28	14	-69.74	0.747	-0.119	-110.42	5	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	UNIUSD	22	9	-147.08	0.380	-0.355	-123.83	2	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	HYPEUSD	17	7	-106.08	0.422	-0.324	-141.11	3	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	VVVUSD	23	13	111.92	1.540	0.254	57.76	3	125
asian-box-breakout-eda-tuned	15m	SUIUSD	16	11	122.62	2.185	0.375	62.03	5	42
atr-trailing-stop-strategy-with-ema-trend-filter	1h	XRPUSD	16	9	46.12	1.326	0.154	2.40	5	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	BTCUSD	13	8	79.63	1.785	0.319	15.05	3	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	TAOUSD	30	16	-49.22	0.800	-0.077	-106.68	2	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	EVAAUSD	19	6	-146.55	0.379	-0.407	-153.93	1	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	PIEVERSEUSD	30	12	0.21	1.001	0.023	-33.13	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	LINKUSD	18	11	25.58	1.201	0.078	-4.28	4	125
3commas-trail-hunter-reversal-long	15m	LINKUSD	6	2	-58.27	0.232	-0.495	-45.32	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	1h	BNBUSD	29	9	-235.64	0.292	-0.465	-259.17	3	125
atr-trailing-stop-strategy-with-ema-trend-filter	1h	BCHUSD	18	10	81.97	1.521	0.242	-48.93	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	4h	AKEUSD	1	1	7.64	99.000	0.487	7.60	1	63
atr-trailing-stop-strategy-with-ema-trend-filter	4h	AVAXUSD	16	9	19.37	1.137	0.068	15.11	5	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	MUBARAKUSD	12	8	88.17	2.041	0.366	71.76	4	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	SAGAUSD	8	5	62.05	1.961	0.390	55.41	4	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	AINUSD	20	10	-58.15	0.697	-0.144	-62.70	1	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	COOKIEUSD	12	5	-29.17	0.783	-0.111	-36.31	2	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	1000PEPEUSD	10	4	-48.38	0.583	-0.240	-60.94	3	268
atr-trailing-stop-strategy-with-ema-trend-filter	4h	ETCUSD	16	5	-134.34	0.337	-0.442	-129.96	2	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	WIFUSD	10	6	72.53	1.835	0.364	62.32	6	333
asian-box-breakout-eda-tuned	1h	FILUSD	20	13	241.13	2.654	0.565	154.96	3	125
atr-trailing-stop-strategy-with-ema-trend-filter	4h	DOGEUSD	12	7	38.09	1.365	0.170	24.35	4	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	ETHUSD	10	6	25.87	1.322	0.140	-38.26	4	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	SOLUSD	24	12	-37.88	0.838	-0.066	-69.04	4	333
3commas-trail-hunter-reversal-long	4h	XRPUSD	10	6	-6.81	0.916	-0.028	-18.43	1	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	ZECUSD	8	4	15.58	1.211	0.121	14.66	1	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	AAVEUSD	12	8	31.45	1.447	0.202	18.71	5	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	NEARUSD	12	7	8.14	1.080	0.042	12.91	4	333
asian-box-breakout-eda-tuned	4h	DOGEUSD	33	20	201.22	2.199	0.291	155.29	3	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	FILUSD	16	4	-131.38	0.389	-0.430	-144.34	3	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	SUIUSD	20	11	1.16	1.006	0.012	-46.52	4	333
adaptive-atr-extension-scanner	15m	PIEVERSEUSD	106	51	581.78	1.536	0.245	162.86	4	42
atr-trailing-stop-strategy-with-ema-trend-filter	4h	UNIUSD	16	7	-47.11	0.738	-0.141	-62.33	3	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	HYPEUSD	8	6	87.34	2.993	0.539	79.89	4	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	VVVUSD	12	6	-3.07	0.973	0.001	-7.45	3	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	XRPUSD	8	7	109.25	6.417	0.659	64.48	6	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	BTCUSD	14	8	14.08	1.113	0.064	-42.87	5	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	TAOUSD	10	5	-6.59	0.932	-0.024	-13.25	3	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	EVAAUSD	9	4	-10.45	0.896	-0.046	-13.17	2	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	PIEVERSEUSD	6	4	-4.95	0.876	-0.039	-7.60	1	154
atr-trailing-stop-strategy-with-ema-trend-filter	4h	LINKUSD	14	5	-98.98	0.423	-0.368	-105.42	2	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	BNBUSD	10	5	-5.26	0.943	-0.023	-16.19	3	333
atr-trailing-stop-strategy-with-ema-trend-filter	4h	BCHUSD	13	4	-80.67	0.528	-0.311	-87.82	3	333
3commas-trail-hunter-reversal-long	15m	BNBUSD	1	0	-19.62	0.000	-1.000	-19.66	0	42
btc-trend-momentum-strategy	15m	AKEUSD	63	27	-70.53	0.880	-0.044	-119.99	4	42
btc-trend-momentum-strategy	15m	AVAXUSD	39	23	36.54	1.117	0.056	3.11	5	42
asian-box-breakout-eda-tuned	15m	UNIUSD	23	13	60.74	1.326	0.139	56.07	5	42
btc-trend-momentum-strategy	15m	MUBARAKUSD	67	34	44.13	1.073	0.048	-71.38	4	42
3commas-trail-hunter-reversal-long	4h	BTCUSD	8	4	1.13	1.014	0.012	-14.59	2	333
btc-trend-momentum-strategy	15m	SAGAUSD	49	20	-211.52	0.585	-0.233	-297.54	2	42
asian-box-breakout-eda-tuned	1h	SUIUSD	20	10	-20.28	0.884	-0.043	-34.27	2	125
adaptive-atr-extension-scanner	15m	LINKUSD	106	51	53.80	1.045	0.044	-122.01	4	42
asian-box-breakout-eda-tuned	4h	ETHUSD	51	29	361.55	2.216	0.323	260.59	4	333
btc-trend-momentum-strategy	15m	AINUSD	43	15	-168.65	0.641	-0.189	-187.11	1	42
3commas-trail-hunter-reversal-long	15m	BCHUSD	7	5	68.34	2.695	0.487	37.28	4	42
btc-trend-momentum-strategy	1h	AKEUSD	18	5	-68.16	0.512	-0.272	-72.26	3	63
btc-trend-momentum-strategy	15m	COOKIEUSD	44	21	-52.14	0.887	-0.047	-213.84	3	42
btc-trend-momentum-strategy	1h	AVAXUSD	46	23	-87.66	0.794	-0.091	-156.03	4	125
btc-trend-momentum-strategy	15m	1000PEPEUSD	41	14	-224.80	0.505	-0.300	-306.21	2	42
btc-trend-momentum-strategy	1h	MUBARAKUSD	59	29	156.01	1.258	0.144	39.88	6	125
btc-trend-momentum-strategy	15m	ETCUSD	40	17	-210.81	0.444	-0.287	-158.07	4	42
btc-trend-momentum-strategy	1h	SAGAUSD	43	16	-176.41	0.642	-0.213	-252.86	2	125
btc-trend-momentum-strategy	1h	AINUSD	46	23	109.74	1.245	0.133	50.89	5	125
btc-trend-momentum-strategy	15m	WIFUSD	57	26	359.02	1.550	0.299	107.51	5	42
btc-trend-momentum-strategy	1h	COOKIEUSD	32	16	21.35	1.071	0.049	10.90	3	125
btc-trend-momentum-strategy	15m	DOGEUSD	45	22	-28.83	0.938	-0.015	-116.24	3	42
btc-trend-momentum-strategy	1h	1000PEPEUSD	38	13	-230.78	0.476	-0.334	-267.17	1	125
3commas-trail-hunter-reversal-long	4h	TAOUSD	13	5	-89.93	0.329	-0.358	-95.27	1	333
adaptive-atr-extension-scanner	15m	BNBUSD	36	16	-191.36	0.476	-0.292	-217.35	1	42
asian-box-breakout-eda-tuned	15m	HYPEUSD	22	10	-133.78	0.391	-0.320	-160.73	3	42
btc-trend-momentum-strategy	15m	ETHUSD	35	17	-117.70	0.611	-0.173	-192.11	3	42
btc-trend-momentum-strategy	1h	ETCUSD	43	22	8.72	1.020	0.022	-46.85	6	125
btc-trend-momentum-strategy	1h	WIFUSD	47	20	10.29	1.020	0.033	-81.61	5	125
asian-box-breakout-eda-tuned	1h	UNIUSD	50	29	456.85	1.967	0.401	326.11	5	125
btc-trend-momentum-strategy	15m	SOLUSD	43	24	57.90	1.156	0.083	-21.15	5	42
asian-box-breakout-eda-tuned	4h	SOLUSD	42	29	346.53	2.993	0.387	268.58	5	333
btc-trend-momentum-strategy	1h	DOGEUSD	31	15	1.59	1.005	0.017	-79.34	2	125
btc-trend-momentum-strategy	15m	ZECUSD	56	30	-91.41	0.805	-0.078	-111.71	3	42
btc-trend-momentum-strategy	1h	ETHUSD	40	24	32.09	1.100	0.049	-46.48	4	125
btc-trend-momentum-strategy	15m	AAVEUSD	59	26	-197.45	0.652	-0.184	-282.22	3	42
btc-trend-momentum-strategy	1h	SOLUSD	28	14	27.05	1.108	0.068	-69.73	4	125
btc-trend-momentum-strategy	15m	NEARUSD	70	30	-191.20	0.726	-0.138	-304.60	1	42
btc-trend-momentum-strategy	1h	ZECUSD	55	24	-107.15	0.783	-0.088	-161.96	4	125
btc-trend-momentum-strategy	15m	FILUSD	47	21	12.63	1.023	0.032	-118.00	3	42
btc-trend-momentum-strategy	1h	AAVEUSD	45	25	31.65	1.079	0.049	-22.70	4	125
btc-trend-momentum-strategy	1h	NEARUSD	51	24	-48.73	0.903	-0.037	-109.17	4	125
btc-trend-momentum-strategy	15m	SUIUSD	46	19	-205.00	0.578	-0.240	-287.50	1	42
adaptive-atr-extension-scanner	15m	BCHUSD	82	35	-181.87	0.778	-0.106	-342.99	3	42
btc-trend-momentum-strategy	1h	FILUSD	57	27	67.13	1.107	0.076	-36.40	5	125
btc-trend-momentum-strategy	4h	AKEUSD	1	0	-17.05	0.000	-1.000	-17.40	0	63
btc-trend-momentum-strategy	15m	UNIUSD	75	34	-188.92	0.753	-0.128	-257.08	3	42
btc-trend-momentum-strategy	4h	AVAXUSD	24	10	-20.38	0.930	-0.018	-43.04	2	333
3commas-trail-hunter-reversal-long	4h	EVAAUSD	24	10	38.22	1.290	0.086	28.13	2	333
btc-trend-momentum-strategy	1h	SUIUSD	33	19	143.11	1.433	0.222	55.72	4	125
btc-trend-momentum-strategy	4h	MUBARAKUSD	42	18	-183.85	0.511	-0.234	-194.28	2	333
btc-trend-momentum-strategy	15m	HYPEUSD	64	32	-110.49	0.818	-0.082	-210.34	4	42
asian-box-breakout-eda-tuned	15m	VVVUSD	27	15	46.90	1.189	0.101	-85.91	4	42
btc-trend-momentum-strategy	1h	UNIUSD	60	27	-166.29	0.754	-0.140	-229.30	4	125
btc-trend-momentum-strategy	4h	SAGAUSD	29	10	-87.77	0.761	-0.135	-96.15	4	333
asian-box-breakout-eda-tuned	4h	ZECUSD	77	52	696.19	3.145	0.368	542.68	5	333
asian-box-breakout-eda-tuned	1h	HYPEUSD	63	34	-101.33	0.821	-0.077	-185.67	3	125
btc-trend-momentum-strategy	4h	AINUSD	22	13	86.28	1.439	0.196	73.59	5	333
btc-trend-momentum-strategy	15m	VVVUSD	57	26	-4.17	0.993	0.015	-191.18	3	42
btc-trend-momentum-strategy	1h	HYPEUSD	39	17	-124.80	0.699	-0.161	-155.08	1	125
btc-trend-momentum-strategy	4h	COOKIEUSD	27	17	287.09	2.177	0.494	251.28	7	333
btc-trend-momentum-strategy	1h	VVVUSD	44	22	-76.35	0.821	-0.084	-108.75	4	125
btc-trend-momentum-strategy	4h	1000PEPEUSD	16	13	218.58	4.345	0.634	199.45	7	268
btc-trend-momentum-strategy	15m	XRPUSD	47	28	-11.53	0.969	-0.005	-135.59	3	42
btc-trend-momentum-strategy	4h	ETCUSD	19	10	-28.29	0.842	-0.067	-10.95	3	333
btc-trend-momentum-strategy	1h	XRPUSD	32	18	-38.89	0.857	-0.055	-14.89	5	125
btc-trend-momentum-strategy	4h	WIFUSD	23	8	-110.58	0.607	-0.241	-99.39	4	333
btc-trend-momentum-strategy	15m	BTCUSD	17	9	29.42	1.192	0.112	-17.74	1	42
btc-trend-momentum-strategy	1h	BTCUSD	36	17	-82.35	0.762	-0.107	-133.38	4	125
btc-trend-momentum-strategy	4h	DOGEUSD	22	10	-48.62	0.790	-0.105	-71.74	3	333
btc-trend-momentum-strategy	15m	TAOUSD	80	30	-316.85	0.600	-0.224	-351.16	1	42
btc-trend-momentum-strategy	4h	ETHUSD	26	11	-37.09	0.866	-0.062	-59.42	3	333
btc-trend-momentum-strategy	1h	TAOUSD	38	17	-56.13	0.860	-0.060	-150.57	3	125
btc-trend-momentum-strategy	4h	SOLUSD	25	12	22.82	1.098	0.077	-39.40	4	333
btc-trend-momentum-strategy	1h	EVAAUSD	58	22	-217.60	0.518	-0.205	-257.44	1	125
btc-trend-momentum-strategy	15m	EVAAUSD	48	27	63.92	1.153	0.078	-26.28	5	42
btc-trend-momentum-strategy	4h	ZECUSD	29	13	24.60	1.082	0.067	38.77	2	333
3commas-trail-hunter-reversal-long	4h	PIEVERSEUSD	14	8	33.98	1.430	0.129	26.60	5	154
btc-trend-momentum-strategy	1h	PIEVERSEUSD	57	27	18.35	1.029	0.031	-105.22	2	125
btc-trend-momentum-strategy	4h	AAVEUSD	25	10	-29.45	0.893	-0.051	-29.44	2	333
btc-trend-momentum-strategy	15m	PIEVERSEUSD	57	28	113.65	1.168	0.113	-93.57	3	42
btc-trend-momentum-strategy	4h	NEARUSD	28	12	-53.67	0.825	-0.085	-74.97	2	333
btc-trend-momentum-strategy	1h	LINKUSD	48	21	-164.91	0.664	-0.179	-242.94	2	125
btc-trend-momentum-strategy	4h	FILUSD	44	20	-113.70	0.602	-0.133	-112.47	2	333
btc-trend-momentum-strategy	15m	LINKUSD	70	28	-227.08	0.679	-0.171	-374.50	3	42
btc-trend-momentum-strategy	1h	BNBUSD	42	18	-135.94	0.680	-0.161	-212.33	3	125
asian-box-breakout-eda-tuned	4h	AAVEUSD	38	28	395.41	4.053	0.507	369.53	5	333
btc-trend-momentum-strategy	4h	SUIUSD	19	9	-27.08	0.862	-0.062	-21.08	4	333
btc-trend-momentum-strategy	1h	BCHUSD	34	20	74.86	1.255	0.121	-21.03	6	125
btc-trend-momentum-strategy	4h	UNIUSD	22	9	-49.31	0.800	-0.102	-23.39	4	333
btc-trend-momentum-strategy	15m	BNBUSD	24	12	-7.91	0.967	-0.004	-78.74	2	42
asian-box-breakout-eda-tuned	15m	XRPUSD	14	8	-47.41	0.592	-0.168	-34.44	2	42
btc-trend-momentum-strategy	4h	HYPEUSD	23	10	181.36	1.742	0.403	145.17	5	333
btc-turtle-paper-strategy-v1-bitstamp	15m	AKEUSD	33	18	4.49	1.017	0.038	-11.77	5	42
asian-box-breakout-eda-tuned	1h	VVVUSD	49	32	315.52	1.952	0.296	185.15	6	125
btc-trend-momentum-strategy	15m	BCHUSD	51	11	-489.62	0.152	-0.651	-518.59	0	42
btc-trend-momentum-strategy	4h	VVVUSD	56	17	69.40	1.223	0.077	-25.49	3	333
btc-turtle-paper-strategy-v1-bitstamp	15m	AVAXUSD	32	14	-148.75	0.555	-0.243	-180.29	2	42
btc-turtle-paper-strategy-v1-bitstamp	1h	AKEUSD	12	9	269.67	5.989	1.175	238.34	6	63
btc-trend-momentum-strategy	4h	XRPUSD	19	7	15.90	1.066	0.071	2.74	2	333
btc-turtle-paper-strategy-v1-bitstamp	1h	AVAXUSD	25	12	-113.67	0.532	-0.236	-173.94	1	125
btc-trend-momentum-strategy	4h	BTCUSD	26	16	275.36	2.382	0.508	303.12	6	333
btc-turtle-paper-strategy-v1-bitstamp	15m	MUBARAKUSD	50	25	164.05	1.329	0.175	2.91	5	42
btc-turtle-paper-strategy-v1-bitstamp	1h	MUBARAKUSD	30	18	40.08	1.168	0.075	6.88	5	125
btc-trend-momentum-strategy	4h	TAOUSD	28	15	-34.57	0.849	-0.055	-59.94	4	333
btc-turtle-paper-strategy-v1-bitstamp	15m	SAGAUSD	24	9	-49.35	0.826	-0.086	-89.43	2	42
btc-turtle-paper-strategy-v1-bitstamp	1h	SAGAUSD	25	13	210.00	1.841	0.410	71.63	6	125
btc-trend-momentum-strategy	4h	EVAAUSD	53	16	-197.50	0.489	-0.202	-211.29	3	333
btc-turtle-paper-strategy-v1-bitstamp	1h	AINUSD	33	16	185.33	1.522	0.290	135.44	5	125
btc-trend-momentum-strategy	4h	PIEVERSEUSD	20	7	-159.78	0.325	-0.433	-162.99	2	154
btc-turtle-paper-strategy-v1-bitstamp	15m	AINUSD	19	10	85.81	1.463	0.245	22.48	6	42
3commas-trail-hunter-reversal-long	4h	LINKUSD	6	6	77.81	99.000	0.632	65.21	3	333
btc-turtle-paper-strategy-v1-bitstamp	1h	COOKIEUSD	39	23	243.91	1.737	0.299	135.48	6	125
btc-trend-momentum-strategy	4h	LINKUSD	22	14	273.17	2.404	0.579	194.61	5	333
btc-turtle-paper-strategy-v1-bitstamp	15m	COOKIEUSD	28	15	204.26	1.842	0.357	98.27	3	42
btc-turtle-paper-strategy-v1-bitstamp	1h	1000PEPEUSD	34	13	-103.71	0.727	-0.144	-79.29	2	125
btc-trend-momentum-strategy	4h	BNBUSD	20	11	160.09	1.853	0.421	129.76	4	333
btc-turtle-paper-strategy-v1-bitstamp	15m	1000PEPEUSD	27	16	245.37	2.117	0.432	115.52	5	42
btc-turtle-paper-strategy-v1-bitstamp	1h	ETCUSD	34	10	-149.68	0.653	-0.216	-205.92	2	125
btc-trend-momentum-strategy	4h	BCHUSD	24	11	20.44	1.079	0.059	0.39	3	333
btc-turtle-paper-strategy-v1-bitstamp	4h	AKEUSD	2	0	-28.85	0.000	-0.997	-29.13	0	63
asian-box-breakout-eda-tuned	4h	NEARUSD	68	34	290.93	1.655	0.197	219.55	6	333
btc-turtle-paper-strategy-v1-bitstamp	1h	WIFUSD	32	15	98.44	1.286	0.173	9.65	5	125
btc-turtle-paper-strategy-v1-bitstamp	15m	ETCUSD	28	15	13.09	1.053	0.035	-78.48	3	42
btc-turtle-paper-strategy-v1-bitstamp	4h	AVAXUSD	16	7	-68.77	0.599	-0.215	-76.68	3	333
btc-turtle-paper-strategy-v1-bitstamp	1h	DOGEUSD	21	9	147.74	1.624	0.370	78.39	4	125
btc-turtle-paper-strategy-v1-bitstamp	4h	MUBARAKUSD	17	8	-39.83	0.769	-0.109	-46.89	2	333
btc-turtle-paper-strategy-v1-bitstamp	15m	WIFUSD	30	9	-195.24	0.446	-0.352	-235.23	2	42
btc-turtle-paper-strategy-v1-bitstamp	4h	SAGAUSD	20	6	-142.65	0.422	-0.372	-128.95	2	333
btc-turtle-paper-strategy-v1-bitstamp	1h	ETHUSD	8	4	63.34	1.790	0.421	42.55	3	125
btc-turtle-paper-strategy-v1-bitstamp	4h	AINUSD	13	6	-58.71	0.566	-0.229	-32.90	2	333
btc-turtle-paper-strategy-v1-bitstamp	15m	DOGEUSD	27	12	-37.91	0.868	-0.055	-83.32	4	42
btc-turtle-paper-strategy-v1-bitstamp	1h	SOLUSD	19	13	270.53	3.678	0.669	111.50	4	125
btc-turtle-paper-strategy-v1-bitstamp	4h	COOKIEUSD	19	8	-55.82	0.731	-0.139	-57.34	3	333
btc-turtle-paper-strategy-v1-bitstamp	1h	ZECUSD	30	12	-3.10	0.990	0.023	-53.66	3	125
btc-turtle-paper-strategy-v1-bitstamp	4h	1000PEPEUSD	13	6	77.98	1.585	0.324	55.69	3	268
